12407,26
12293,97
12397,32
12261,75
12241,27
12305,19
11957,90
12002,45
12096,73
11940,71
11970,83
11787,26
11886,31
12100,08
12309,15
12307,33
12217,02
12389,58
12345,56
12237,74
12221,03
12418,39
12346,68
12355,57
12245,36
12113,87
12090,87
11913,71
12190,94
12435,85
12490,73
12527,04
12483,79
12461,91
12470,49
12487,90
12385,60
12451,96
12346,17
12339,16
12196,50
12282,77
12107,48
12260,29
12590,43
12392,66
12687,49
12785,16
13003,90
13189,48
13197,71
13324,48
13340,17
13298,36
13414,74
13559,60
13463,69
13434,45
13281,43
13183,96
13246,33
13200,51
13245,03
13202,90
13281,34
13385,59
13367,78
13319,64
13167,89
12978,21
12871,39
12917,64
12979,94
13070,02
13072,79
13109,74
13069,17
13215,79
13312,30
13103,56
13068,08
13125,64
13183,53
13123,65
13153,70
13045,15
12998,85
13048,54
13058,55
12861,49
13023,98
13061,87
13059,53
13000,20
13059,84
13008,55
13015,04
13167,54
13058,66
12993,73
13047,22
12976,37
13033,48
13074,42
13127,47
13182,56
13382,42
13379,27
13468,79
13478,86
13440,93
13465,51
13229,57
13217,54
13133,28
12953,41
13013,19
13003,14
12991,28
12990,10
13043,03
12995,06
13003,70
12991,87
12982,89
12970,68
12949,25
12976,40
12955,94
12968,05
12970,52
12902,65
12828,86
12704,65
12657,41
12605,20
12594,81
12592,35
12600,03
12569,17
12561,79
12559,39
12518,81
12540,45
12553,57
12524,77
12475,24
12303,98
12296,63
12214,54
12123,71
12102,21
12142,64
12055,84
12002,47
11945,88
12123,47
12167,94
12180,83
12174,30
12229,34
12065,99
12165,19
12203,46
12263,86
12177,04
12165,12
12014,06
12014,30
12154,00
12292,05
12257,17
12297,72
12154,72
12181,48
12251,29
12118,25
12162,70
12212,04
12305,11
12264,31
12208,95
12240,06
12447,25
12452,05
12430,39
12587,16
12631,72
12641,33
12626,58
12437,02
12445,92
12388,68
12381,25
12453,68
12437,13
12475,31
12325,12
12416,19
12647,27
12671,02
12770,83
12733,41
12794,00
12774,26
12814,79
12888,95
12752,73
12691,81
12805,95
12764,98
12690,44
12815,72
12713,58
12672,49
12690,12
12822,94
12664,92
12615,06
12598,68
12628,95
12602,18
12621,72
12642,87
12659,15
12619,46
12638,69
12590,06
12631,61
12804,53
12807,04
12770,41
12711,06
12757,46
12749,12
12694,55
12716,89
12647,78
12527,84
12507,90
12438,01
12443,79
12472,80
12467,04
12454,98
12048,57
12027,32
12016,45
12000,44
12109,00
12154,70
12139,35
12200,52
12225,06
12230,89
12217,54
12282,34
12257,20
12312,87
12256,43
12203,00
12149,42
11996,07
12064,27
12039,68
11904,12
11962,13
12052,90
12095,24
12083,18
12009,87
11988,79
11990,03
11963,18
11978,39
11967,31
11966,14
11958,40
12027,36
12059,57
12067,19
11834,41
11822,67
11804,03
11947,83
11998,59
11967,49
11827,62
11757,02
11757,24
11793,93
11771,81
11774,43
11666,97
11642,86
11543,38
11549,44
11509,84
11651,49
11627,95
11659,50
11535,31
11681,89
11814,27
11848,63
11806,05
11594,94
11545,75
11630,13
11596,89
11599,39
11540,00
11554,71
11629,18
11521,04
11646,17
11583,30
11563,99
11599,01
11584,94
11584,31
11584,24
11598,33
11481,06
11451,05
11474,99
11472,24
11449,93
11456,10
11468,64
11464,74
11426,70
11404,01
11366,40
11244,84
11284,65
11190,21
11203,63
11179,42
10986,69
10775,32
10684,83
10513,35
10534,05
10640,30
10620,49
10582,67
10699,27
10689,26
10662,44
10713,85
10685,13
10664,56
10685,54
10663,87
10735,14
10693,69
10667,95
10630,12
10646,01
10482,32
10456,95
10259,13
10325,88
10370,93
10526,16
10665,01
10696,19
10717,08
10709,68
10757,31
10761,17
10710,73
10701,39
10645,68
10631,55
10503,57
10580,38
10414,07
10523,07
10577,16
10624,08
10490,86
10568,80
10585,78
10619,61
10511,02
10405,54
10438,34
10361,48
10393,71
10626,97
10674,18
10436,49
10393,86
10373,87
10276,17
10431,20
10378,40
10386,60
10431,77
10573,44
10675,29
10752,98
10687,14
10672,22
10683,82
10534,31
10592,69
10657,64
10544,44
10587,77
10529,59
10622,97
10592,88
10494,35
10544,36
10603,03
10537,67
10676,65
10739,21
10713,43
10742,84
10650,89
10692,90
10432,36
10367,21
10227,86
10170,21
10144,34
10330,52
10337,50
10274,93
10319,55
10247,76
10198,24
10147,46
10156,21
10142,01
9981,24
10063,13
10066,90
10068,30
9930,71
9964,07
9833,41
9629,66
9418,78
9373,26
9532,61
9709,09
9776,12
9680,09
9612,27
9447,28
9268,66
9557,16
10257,03
10071,06
10015,54
9962,02
9631,36
9550,47
9606,71
9519,20
9657,44
9834,62
10088,87
10217,03
10287,68
10121,08
10103,26
10208,00
10204,44
10262,74
10333,23
10286,31
10272,71
10205,21
10057,31
9842,29
9916,02
9795,89
9943,23
9890,19
9952,90
9862,12
9975,32
10045,44
9980,49
9869,95
9851,86
9828,25
9926,77
10123,27
10038,97
10321,15
10299,83
10259,59
10294,35
10373,49
10435,73
10421,29
10349,59
10120,31
10051,57
10093,65
10026,10
9761,47
9682,99
9622,26
9530,62
9624,51
9563,36
9822,08
9794,64
9965,51
10046,61
9887,94
9851,35
10022,93
9990,00
9948,64
9950,80
9892,20
9983,41
9933,85
9990,26
9831,13
9498,15
9723,09
9692,82
9778,93
9824,17
9751,92
9776,62
9717,16
9495,40
9513,30
9331,48
9167,80
9416,77
9573,59
9388,05
9463,64
9377,21
9135,11
9206,84
8967,51
8752,87
9017,29
8879,40
8979,36
9286,23
9393,36
9434,82
9581,04
9757,88
9798,11
9639,59
9880,82
9822,75
9736,15
9764,88
9574,16
9391,64
9664,21
9521,85
9545,27
9794,20
9960,96
9985,43
9825,07
9849,34
9979,85
10214,02
10310,10
10283,44
10743,01
10860,14
10653,91
10727,64
10488,75
10497,77
10608,19
10738,12
10469,26
10450,38
10139,34
10340,06
10598,93
10592,49
10673,60
10886,09
10752,10
10789,24
11190,02
11261,24
11382,23
11293,76
11320,77
11169,54
10933,99
11092,31
11119,83
11085,44
10959,95
10971,04
10713,23
10708,40
10782,63
10907,87
10832,52
10815,45
10988,03
10887,74
10845,24
10951,15
10950,67
10850,14
10800,84
10831,96
10692,19
10801,34
10794,54
10491,97
10238,10
10147,68
10164,31
10104,43
10064,80
9915,85
10032,82
10119,83
10096,60
9993,07
9970,40
9902,83
9814,79
9553,07
9509,25
9660,44
9450,40
9483,55
9688,53
9427,64
9612,62
9570,66
9948,51
9916,16
10229,58
10227,21
10188,13
10131,74
10123,56
10210,44
10303,12
10271,36
10108,61
10038,04
10317,84
10048,05
10015,57
10259,46
10298,53
10315,62
9997,43
10128,12
9648,43
10124,52
10432,19
10682,15
10915,92
10940,33
10985,14
11014,63
10924,61
11293,65
11604,78
11490,83
11585,10
11636,30
11456,07
11443,72
11308,99
11257,15
11211,85
11173,91
11056,40
11347,45
11512,11
11520,67
11604,80
11735,72
11673,42
11716,76
11539,66
11516,90
11484,38
11315,63
10996,41
10747,30
10676,78
10890,63
11058,39
11099,35
11180,50
10944,97
11083,20
11492,43
11473,13
11471,26
11542,54
11460,50
11040,10
11100,30
10978,01
11044,01
10984,97
11196,49
11332,78
11265,39
11001,29
11064,92
11197,15
11340,60
11419,62
11328,80
11436,05
11413,82
11677,57
11771,13
11625,13
11815,01
11864,59
11848,47
11853,33
11594,28
11447,03
11559,82
11351,46
11472,41
11673,35
11709,73
11407,97
11350,15
11327,68
11619,85
11454,38
11432,72
11811,66
12039,16
11810,85
11723,58
11867,37
11939,58
11891,91
11688,70
11998,86
12231,34
12227,60
12338,73
12374,73
12166,44
12035,86
12123,52
11967,39
12001,38
11966,17
12086,01
11868,33
11843,68
11865,32
12005,69
11895,84
12039,37
11899,40
11922,77
11980,85
12167,72
11901,61
11799,39
11805,99
11500,38
11582,11
11550,97
11504,01
11390,38
11280,36
11410,36
11401,66
11327,19
11210,27
11205,74
11130,92
11050,64
11001,94
10961,00
10895,62
10923,23
