Date,Price XSD2,Price DAX
4/15/14,957.375,9173.71
4/16/14,922.625,9317.82
4/17/14,904.875,9409.71
4/22/14,865,9600.09
4/23/14,878.625,9544.19
4/24/14,881.125,9548.68
4/25/14,904.375,9401.55
4/28/14,900.875,9446.36
4/29/14,867.75,9584.12
4/30/14,865,9603.23
5/2/14,878.125,9556.02
5/6/14,889.875,9467.53
5/7/14,879.375,9521.3
5/8/14,861,9607.4
5/9/14,862.875,9581.45
5/12/14,840.5,9702.46
5/13/14,828.75,9754.43
5/14/14,832.375,9754.39
5/15/14,851.75,9656.05
5/16/14,854.5,9629.1
5/19/14,846.375,9659.39
5/20/14,848.625,9639.08
5/21/14,835.375,9697.87
5/22/14,829.25,9720.91
5/23/14,823.625,9768.01
5/27/14,794.375,9940.82
5/28/14,799.25,9939.17
5/29/14,798.5,9938.9
5/30/14,797.5,9943.27
6/2/14,792.25,9950.12
6/3/14,800.25,9919.74
6/4/14,798.75,9926.67
6/5/14,793.375,9947.83
6/6/14,788.875,9987.19
6/9/14,782,10008.63
6/10/14,778.75,10028.8
6/11/14,788.625,9949.81
6/12/14,788,9938.7
6/13/14,784.5,9912.87
6/16/14,789.25,9883.98
6/17/14,784.75,9920.32
6/18/14,785.25,9930.33
6/19/14,772,10004
6/20/14,771.75,9987.24
6/23/14,784.875,9920.92
6/24/14,782.25,9938.08
6/25/14,795,9867.75
6/26/14,804.375,9804.9
6/27/14,803.375,9815.17
6/30/14,796.625,9833.07
7/1/14,788.25,9902.41
7/2/14,781.375,9911.27
7/3/14,762,10029.43
7/4/14,764,10009.08
7/7/14,780.5,9906.07
7/8/14,801.875,9772.67
7/9/14,797.25,9808.2
7/10/14,819.875,9659.13
7/11/14,822.375,9666.34
7/14/14,801.75,9783.01
7/15/14,802.5,9719.41
7/16/14,781.875,9859.27
7/17/14,800,9753.88
7/18/14,808,9720.02
7/21/14,823.125,9612.05
7/22/14,801.125,9734.33
7/23/14,797.625,9753.56
7/24/14,794.5,9794.06
7/25/14,818,9644.01
7/28/14,824.625,9598.17
7/29/14,815.5,9653.63
7/30/14,824.125,9593.68
7/31/14,856.875,9407.48
8/1/14,900.375,9210.08
8/4/14,909,9154.14
8/5/14,899.125,9189.74
8/6/14,911.5,9130.04
8/7/14,928.5,9038.97
8/8/14,941,9009.32
8/11/14,903,9180.74
8/12/14,922.75,9069.47
8/13/14,900.75,9198.88
8/14/14,897.625,9225.1
8/15/14,930.375,9092.6
8/18/14,887.125,9245.33
8/19/14,875.125,9334.28
8/20/14,877.375,9314.57
8/21/14,863.625,9401.53
8/22/14,870.5,9339.17
8/26/14,822.375,9588.15
8/27/14,826.125,9569.71
8/28/14,843.625,9462.56
8/29/14,845.375,9470.17
9/1/14,837.125,9479.03
9/2/14,836.375,9507.02
9/3/14,819.75,9626.49
9/4/14,794,9724.26
9/5/14,792.625,9747.02
9/8/14,799.5,9758.03
9/9/14,806.5,9710.7
9/10/14,804.875,9700.17
9/11/14,806.875,9691.28
9/12/14,812.625,9651.13
9/15/14,810.375,9659.63
9/16/14,815.5,9632.93
9/17/14,804.125,9661.5
9/18/14,781,9798.13
9/19/14,773.5,9799.26
9/22/14,782.75,9749.54
9/23/14,809.25,9595.03
9/24/14,791.375,9661.97
9/25/14,815.75,9510.01
9/26/14,819.875,9490.55
9/29/14,830,9422.91
9/30/14,817,9474.3
10/1/14,833.75,9382.03
10/2/14,872.75,9195.68
10/6/14,877.375,9209.51
10/7/14,897.375,9086.21
10/8/14,916.25,8995.33
10/9/14,912.5,9005.02
10/10/14,955.625,8788.81
10/13/14,957.625,8812.43
10/14/14,957.125,8825.21
10/15/14,1022.5,8571.95
10/16/14,1012.5,8582.9
10/17/14,948.875,8850.27
10/20/14,973.5,8717.76
10/21/14,931.5,8886.96
10/22/14,922.125,8940.14
10/23/14,899.125,9047.31
10/24/14,908.375,8987.8
10/27/14,926.875,8902.61
10/28/14,892.625,9068.19
10/29/14,894.625,9082.81
10/30/14,884.625,9114.84
10/31/14,839.75,9326.87
11/3/14,848.75,9251.7
11/4/14,867.125,9166.47
11/5/14,837.75,9315.48
11/6/14,826,9377.41
11/7/14,842.125,9291.83
11/10/14,832.25,9351.87
11/11/14,829.125,9369.03
11/12/14,862.875,9210.96
11/13/14,858.625,9248.51
11/14/14,865.125,9252.94
11/17/14,851.875,9306.35
11/18/14,830.125,9456.53
11/19/14,828.125,9472.8
11/20/14,821.625,9483.97
11/21/14,771.75,9732.55
11/24/14,763.75,9785.54
11/25/14,756.25,9861.21
11/26/14,743.625,9915.56
11/27/14,737.625,9974.87
11/28/14,737.5,9980.85
12/1/14,738.75,9963.51
12/2/14,740.125,9934.08
12/3/14,725.75,9971.79
12/4/14,752.875,9851.35
12/5/14,712.75,10087.12
12/8/14,720.75,10014.99
12/9/14,755,9793.71
12/10/14,755,9799.73
12/11/14,744.375,9862.53
12/12/14,791.125,9594.73
12/15/14,836.875,9334.01
12/16/14,793.875,9563.89
12/17/14,791.125,9544.43
12/18/14,744,9811.06
12/19/14,747,9786.96
12/22/14,732.75,9865.76
12/23/14,727.625,9922.11
12/29/14,724.25,9927.13
12/30/14,743.375,9805.55
1/2/15,747.375,9764.73
1/5/15,792.125,9473.16
1/6/15,791.5,9469.66
1/7/15,787.625,9518.18
1/8/15,727.75,9837.61
1/9/15,761.625,9648.5
1/12/15,735.375,9781.9
1/13/15,708.125,9941
1/14/15,724.75,9817.08
1/15/15,685.875,10032.61
1/16/15,658,10167.77
1/19/15,658.375,10242.35
1/20/15,652.75,10257.13
1/21/15,650.125,10299.23
1/22/15,624.375,10435.62
1/23/15,592.125,10649.58
1/26/15,574,10798.33
1/27/15,592.625,10628.58
1/28/15,584.875,10710.97
1/29/15,583.625,10737.87
1/30/15,588.75,10694.32
2/2/15,577.625,10828.01
2/3/15,570.25,10890.95
2/4/15,564.625,10911.32
2/5/15,561.375,10905.41
2/6/15,564.5,10846.39
2/9/15,582.75,10663.51
2/10/15,573.25,10753.83
2/11/15,572.375,10752.11
2/12/15,555,10919.65
2/13/15,549.5,10963.4
2/16/15,553.75,10923.23
2/17/15,559.5,10895.62
2/18/15,547,10961
2/19/15,543.75,11001.94
2/20/15,539,11050.64
2/23/15,529.25,11130.92
2/24/15,519.5,11205.74
2/25/15,519.5,11210.27
2/26/15,505,11327.19
2/27/15,498.55,11401.66
3/2/15,499.05,11410.36
3/3/15,507.875,11280.36
3/4/15,498.45,11390.38
3/5/15,486.95,11504.01
3/6/15,480.1,11550.97
3/9/15,475.9,11582.11
3/10/15,475.55,11500.38
3/11/15,450.15,11805.99
3/12/15,453.9,11799.39
3/13/15,446.7,11901.61
3/16/15,426.95,12167.72
3/17/15,442.45,11980.85
3/18/15,450.6,11922.77
3/19/15,448.5,11899.4
3/20/15,439.8,12039.37
3/23/15,456.9,11895.84
3/24/15,448.8,12005.69
3/25/15,458.9,11865.32
3/26/15,462.1,11843.68
3/27/15,458.5,11868.33
3/30/15,440.5,12086.01
3/31/15,443.6,11966.17
4/1/15,443.8,12001.38
4/2/15,452.75,11967.39
4/7/15,438.15,12123.52
4/8/15,438.4,12035.86
4/9/15,430.75,12166.44
4/10/15,415.45,12374.73
4/13/15,415.9,12338.73
4/14/15,423.75,12227.6
4/15/15,419.75,12231.34
4/16/15,437.65,11998.86
4/17/15,462.65,11688.7
4/20/15,446.1,11891.91
4/21/15,440.75,11939.58
4/22/15,442,11867.37
4/23/15,456.4,11723.58
4/24/15,449,11810.85
4/27/15,430.95,12039.16
4/28/15,447.65,11811.66
4/29/15,478.5,11432.72
4/30/15,480.95,11454.38
5/5/15,496.6,11327.68
5/6/15,499.25,11350.15
5/7/15,491.4,11407.97
5/8/15,459.8,11709.73
5/11/15,454.15,11673.35
5/12/15,470.5,11472.41
5/13/15,484.75,11351.46
5/14/15,462.8,11559.82
5/15/15,477.7,11447.03
5/18/15,463.2,11594.28
5/19/15,437.25,11853.33
5/20/15,436,11848.47
5/21/15,432.65,11864.59
5/22/15,437.45,11815.01
5/26/15,450.7,11625.13
5/27/15,438.85,11771.13
5/28/15,449.2,11677.57
5/29/15,472.8,11413.82
6/1/15,469.95,11436.05
6/2/15,483.9,11328.8
6/3/15,481.7,11419.62
6/4/15,486.55,11340.6
6/5/15,495.45,11197.15
6/8/15,510.5,11064.92
6/9/15,518.75,11001.29
6/10/15,488.7,11265.39
6/11/15,482.75,11332.78
6/12/15,492.15,11196.49
6/15/15,509,10984.97
6/16/15,501.25,11044.01
6/17/15,506,10978.01
6/18/15,494.6,11100.3
6/19/15,497,11040.1
6/22/15,463.4,11460.5
6/23/15,451.6,11542.54
6/24/15,457.5,11471.26
6/25/15,457,11473.13
6/26/15,453.2,11492.43
6/29/15,485.75,11083.2
6/30/15,494.55,10944.97
7/1/15,478.65,11180.5
7/2/15,485.45,11099.35
7/3/15,490.85,11058.39
7/6/15,503.75,10890.63
7/7/15,522.75,10676.78
7/8/15,523.25,10747.3
7/9/15,495.05,10996.41
7/10/15,466.9,11315.63
7/13/15,448.5,11484.38
7/14/15,444.8,11516.9
7/15/15,438.45,11539.66
7/16/15,423.05,11716.76
7/17/15,424.15,11673.42
7/20/15,419.15,11735.72
7/21/15,434.05,11604.8
7/22/15,437.45,11520.67
7/23/15,444.7,11512.11
7/24/15,457.2,11347.45
7/27/15,483.05,11056.4
7/28/15,471.7,11173.91
7/29/15,465.3,11211.85
7/30/15,459.05,11257.15
7/31/15,458.65,11308.99
8/3/15,445.35,11443.72
8/4/15,442.8,11456.07
8/5/15,424.6,11636.3
8/6/15,434.15,11585.1
8/7/15,443.45,11490.83
8/10/15,434.7,11604.78
8/11/15,460.45,11293.65
8/12/15,492.35,10924.61
8/13/15,485.5,11014.63
8/14/15,484.2,10985.14
8/17/15,486.8,10940.33
8/18/15,486,10915.92
8/19/15,508.875,10682.15
8/20/15,537.75,10432.19
8/21/15,575.25,10124.52
8/24/15,647.75,9648.43
8/25/15,566.5,10128.12
8/26/15,588.875,9997.43
8/27/15,548.75,10315.62
8/28/15,556.375,10298.53
9/1/15,588.625,10015.57
9/2/15,580.625,10048.05
9/3/15,546.25,10317.84
9/4/15,578.25,10038.04
9/7/15,570.5,10108.61
9/8/15,548.75,10271.36
9/9/15,544.75,10303.12
9/10/15,556.5,10210.44
9/11/15,567.875,10123.56
9/14/15,565.375,10131.74
9/15/15,560.25,10188.13
9/16/15,553.25,10227.21
9/17/15,552.875,10229.58
9/18/15,591.375,9916.16
9/21/15,575.625,9948.51
9/22/15,626,9570.66
9/23/15,624.875,9612.62
9/24/15,658.125,9427.64
9/25/15,617,9688.53
9/28/15,644.875,9483.55
9/29/15,651.125,9450.4
9/30/15,620.75,9660.44
10/1/15,640.125,9509.25
10/2/15,638.375,9553.07
10/5/15,601.75,9814.79
10/6/15,587.25,9902.83
10/7/15,581,9970.4
10/8/15,576.25,9993.07
10/9/15,568.75,10096.6
10/12/15,563.25,10119.83
10/13/15,580.25,10032.82
10/14/15,586.625,9915.85
10/15/15,567.5,10064.8
10/16/15,562.375,10104.43
10/19/15,551.5,10164.31
10/20/15,553.25,10147.68
10/21/15,546,10238.1
10/22/15,509.75,10491.97
10/23/15,478.7,10794.54
10/26/15,477.1,10801.34
10/27/15,487,10692.19
10/28/15,476.3,10831.96
10/29/15,476.4,10800.84
10/30/15,471.9,10850.14
11/2/15,460.7,10950.67
11/3/15,459.75,10951.15
11/4/15,464.7,10845.24
11/5/15,464.85,10887.74
11/6/15,456.75,10988.03
11/9/15,470.85,10815.45
11/10/15,465.6,10832.52
11/11/15,458.1,10907.87
11/12/15,469.3,10782.63
11/13/15,476.4,10708.4
11/16/15,476.5,10713.23
11/17/15,448.55,10971.04
11/18/15,448.3,10959.95
11/19/15,439,11085.44
11/20/15,435.95,11119.83
11/23/15,436.6,11092.31
11/24/15,455.85,10933.99
11/25/15,432.75,11169.54
11/26/15,420.85,11320.77
11/27/15,423.7,11293.76
11/30/15,415.8,11382.23
12/1/15,425.45,11261.24
12/2/15,433.45,11190.02
12/3/15,471.05,10789.24
12/4/15,476.8,10752.1
12/7/15,464.95,10886.09
12/8/15,484.3,10673.6
12/9/15,490.1,10592.49
12/10/15,488.1,10598.93
12/11/15,512.625,10340.06
12/14/15,538,10139.34
12/15/15,503.375,10450.38
12/16/15,504.125,10469.26
12/17/15,474.85,10738.12
12/18/15,488.85,10608.19
12/21/15,499.1,10497.77
12/22/15,509.75,10488.75
12/23/15,478.45,10727.64
12/29/15,472.55,10860.14
12/30/15,480.85,10743.01
1/4/16,521.875,10283.44
1/5/16,517.75,10310.1
1/6/16,527.125,10214.02
1/7/16,559.25,9979.85
1/8/16,576.375,9849.34
1/11/16,576.375,9825.07
1/12/16,561.125,9985.43
1/13/16,565.375,9960.96
1/14/16,582.5,9794.2
1/15/16,628.625,9545.27
1/18/16,625.125,9521.85
1/19/16,613,9664.21
1/20/16,650.25,9391.64
1/21/16,616.625,9574.16
1/22/16,582,9764.88
1/25/16,592.375,9736.15
1/26/16,577.5,9822.75
1/27/16,578.375,9880.82
1/28/16,605,9639.59
1/29/16,590.25,9798.11
2/1/16,587.125,9757.88
2/2/16,608.875,9581.04
2/3/16,626.25,9434.82
2/4/16,638.375,9393.36
2/5/16,657.875,9286.23
2/8/16,704.375,8979.36
2/9/16,721.125,8879.4
2/10/16,696.25,9017.29
2/11/16,746.625,8752.87
2/12/16,706.75,8967.51
2/15/16,661.625,9206.84
2/16/16,681.625,9135.11
2/17/16,642,9377.21
2/18/16,625.25,9463.64
2/19/16,641.375,9388.05
2/22/16,615.875,9573.59
2/23/16,635.625,9416.77
2/24/16,681.875,9167.8
2/25/16,655.5,9331.48
2/26/16,625.5,9513.3
2/29/16,626.375,9495.4
3/1/16,592.375,9717.16
3/2/16,578.375,9776.62
3/3/16,585,9751.92
3/4/16,576.25,9824.17
3/7/16,579.875,9778.93
3/8/16,593.5,9692.82
3/9/16,586.5,9723.09
3/10/16,617.375,9498.15
3/11/16,572.5,9831.13
3/14/16,554.125,9990.26
3/15/16,565,9933.85
3/16/16,561.25,9983.41
3/17/16,570.75,9892.2
3/18/16,559.125,9950.8
3/21/16,562.25,9948.64
3/22/16,564,9990
3/23/16,559.75,10022.93
3/24/16,575.75,9851.35
3/29/16,570.25,9887.94
3/30/16,552.75,10046.61
3/31/16,565,9965.51
4/1/16,593,9794.64
4/4/16,587.875,9822.08
4/5/16,620.75,9563.36
4/6/16,615.5,9624.51
4/7/16,631.875,9530.62
4/8/16,617.25,9622.26
4/11/16,602,9682.99
4/12/16,592.5,9761.47
4/13/16,558.625,10026.1
4/14/16,551,10093.65
4/15/16,554,10051.57
4/18/16,544.25,10120.31
4/19/16,518.375,10349.59
4/20/16,507.875,10421.29
4/21/16,506.75,10435.73
4/22/16,510.5,10373.49
4/25/16,515.25,10294.35
4/26/16,515.875,10259.59
4/27/16,515.125,10299.83
4/28/16,512,10321.15
4/29/16,542,10038.97
5/3/16,560.625,9926.77
5/4/16,576.375,9828.25
5/5/16,569.875,9851.86
5/6/16,566.5,9869.95
5/9/16,554.875,9980.49
5/10/16,546.125,10045.44
5/11/16,554.25,9975.32
5/12/16,565,9862.12
5/13/16,553.75,9952.9
5/17/16,560.5,9890.19
5/18/16,543.875,9943.23
5/19/16,556.25,9795.89
5/20/16,547.25,9916.02
5/23/16,554,9842.29
5/24/16,522.375,10057.31
5/25/16,505.375,10205.21
5/26/16,500.35,10272.71
5/27/16,500.35,10286.31
5/31/16,503.625,10262.74
6/1/16,517.75,10204.44
6/2/16,513.25,10208
6/3/16,530.5,10103.26
6/6/16,530.375,10121.08
6/7/16,509.125,10287.68
6/8/16,521,10217.03
6/9/16,532.25,10088.87
6/10/16,562,9834.62
6/13/16,582.75,9657.44
6/14/16,605,9519.2
6/15/16,589.5,9606.71
6/16/16,595.125,9550.47
6/17/16,588.5,9631.36
6/20/16,532,9962.02
6/21/16,522.625,10015.54
6/22/16,511.375,10071.06
6/23/16,500.425,10257.03
6/24/16,606,9557.16
6/27/16,653.75,9268.66
6/28/16,628,9447.28
6/29/16,599.875,9612.27
6/30/16,599.25,9680.09
7/1/16,590.75,9776.12
7/4/16,594.75,9709.09
7/5/16,629.125,9532.61
7/6/16,654.875,9373.26
7/7/16,645.5,9418.78
7/8/16,613,9629.66
7/11/16,587.75,9833.41
7/12/16,561.625,9964.07
7/13/16,567,9930.71
7/14/16,546.125,10068.3
7/15/16,551.125,10066.9
7/18/16,546.75,10063.13
7/19/16,559.5,9981.24
7/20/16,540.625,10142.01
7/21/16,535.5,10156.21
7/22/16,542.25,10147.46
7/25/16,535.5,10198.24
7/26/16,529.125,10247.76
7/27/16,523.125,10319.55
7/28/16,529.125,10274.93
7/29/16,525.125,10337.5
8/1/16,525.875,10330.52
8/2/16,543.875,10144.34
8/3/16,538.75,10170.21
8/4/16,538.75,10227.86
8/5/16,524.125,10367.21
8/8/16,516.75,10432.36
8/9/16,493.65,10692.9
8/10/16,500.125,10650.89
8/11/16,495.6,10742.84
8/12/16,497.25,10713.43
8/15/16,497.45,10739.21
8/16/16,500.875,10676.65
8/17/16,515,10537.67
8/18/16,506.125,10603.03
8/19/16,514.125,10544.36
8/22/16,517.875,10494.35
8/23/16,504.75,10592.88
8/24/16,497,10622.97
8/25/16,508.75,10529.59
8/26/16,502,10587.77
8/30/16,493.05,10657.64
8/31/16,495.5,10592.69
9/1/16,500.525,10534.31
9/2/16,483.3,10683.82
9/5/16,483.25,10672.22
9/6/16,482.05,10687.14
9/7/16,479.3,10752.98
9/8/16,488.4,10675.29
9/9/16,498.3,10573.44
9/12/16,510.5,10431.77
9/13/16,520,10386.6
9/14/16,518.875,10378.4
9/15/16,512.375,10431.2
9/16/16,531.125,10276.17
9/19/16,521.375,10373.87
9/20/16,521.125,10393.86
9/21/16,516.375,10436.49
9/22/16,493.45,10674.18
9/23/16,502.125,10626.97
9/26/16,526.375,10393.71
9/27/16,526.5,10361.48
9/28/16,516.125,10438.34
9/29/16,522.875,10405.54
9/30/16,509.75,10511.02
10/4/16,505,10619.61
10/5/16,510.75,10585.78
10/6/16,512.875,10568.8
10/7/16,531.625,10490.86
10/10/16,518.875,10624.08
10/11/16,528.125,10577.16
10/12/16,531.625,10523.07
10/13/16,543.875,10414.07
10/14/16,523.875,10580.38
10/17/16,532.875,10503.57
10/18/16,512.875,10631.55
10/19/16,510.875,10645.68
10/20/16,506.625,10701.39
10/21/16,504.875,10710.73
10/24/16,499.4,10761.17
10/25/16,502.5,10757.31
10/26/16,504.625,10709.68
10/27/16,507,10717.08
10/28/16,511.25,10696.19
10/31/16,510.125,10665.01
11/1/16,530.75,10526.16
11/2/16,543.75,10370.93
11/3/16,541.625,10325.88
11/4/16,546.25,10259.13
11/7/16,528.375,10456.95
11/8/16,525.375,10482.32
11/9/16,501.5,10646.01
11/10/16,495.6,10630.12
11/11/16,490.55,10667.95
11/14/16,485.2,10693.69
11/15/16,483.85,10735.14
11/16/16,486.65,10663.87
11/17/16,484.15,10685.54
11/18/16,487,10664.56
11/21/16,482.15,10685.13
11/22/16,480.4,10713.85
11/23/16,481.1,10662.44
11/24/16,479.3,10689.26
11/25/16,480.45,10699.27
11/28/16,491.8,10582.67
11/29/16,486.7,10620.49
11/30/16,482.9,10640.3
12/1/16,492.7,10534.05
12/2/16,489.4,10513.35
12/5/16,474.8,10684.83
12/6/16,467.55,10775.32
12/7/16,454.75,10986.69
12/8/16,433.55,11179.42
12/9/16,428.2,11203.63
12/12/16,429.35,11190.21
12/13/16,421.9,11284.65
12/14/16,423.75,11244.84
12/15/16,415.05,11366.4
12/16/16,414.55,11404.01
12/19/16,413.6,11426.7
12/20/16,409.5,11464.74
12/21/16,411.15,11468.64
12/22/16,416.05,11456.1
12/23/16,418.1,11449.93
12/28/16,413.85,11474.99
12/29/16,419.3,11451.05
12/30/16,419.45,11481.06
1/3/17,405.55,11584.24
1/4/17,407.2,11584.31
1/5/17,407.2,11584.94
1/6/17,408.1,11599.01
1/9/17,415.2,11563.99
1/10/17,413.9,11583.3
1/11/17,408.75,11646.17
1/12/17,419.45,11521.04
1/13/17,411.9,11629.18
1/16/17,419.95,11554.71
1/17/17,413.25,11540
1/18/17,411.7,11599.39
1/19/17,409.75,11596.89
1/20/17,409.65,11630.13
1/23/17,411.25,11545.75
1/24/17,408.25,11594.94
1/25/17,388,11806.05
1/26/17,385.5,11848.63
1/27/17,389.5,11814.27
1/30/17,399.3,11681.89
1/31/17,408.75,11535.31
2/1/17,398.75,11659.5
2/2/17,404.55,11627.95
2/3/17,403.05,11651.49
2/6/17,413,11509.84
2/7/17,407.95,11549.44
2/8/17,407,11543.38
2/9/17,398,11642.86
2/10/17,397.3,11666.97
2/13/17,387.7,11774.43
2/14/17,388.3,11771.81
2/15/17,387.25,11793.93
2/16/17,392.7,11757.24
2/17/17,393.9,11757.02
2/20/17,385.8,11827.62
2/21/17,374.5,11967.49
2/22/17,372.4,11998.59
2/23/17,375.3,11947.83
2/24/17,384.25,11804.03
2/27/17,385.55,11822.67
2/28/17,385.4,11834.41
3/1/17,372.55,12067.19
3/2/17,372.5,12059.57
3/3/17,376.9,12027.36
3/6/17,382,11958.4
3/7/17,383.45,11966.14
3/8/17,382.2,11967.31
3/9/17,382.7,11978.39
3/10/17,387.2,11963.18
3/13/17,382.75,11990.03
3/14/17,384.3,11988.79
3/15/17,380.3,12009.87
3/16/17,375.4,12083.18
3/17/17,375.8,12095.24
3/20/17,377.85,12052.9
3/21/17,382.4,11962.13
3/22/17,384.95,11904.12
3/23/17,374.5,12039.68
3/24/17,374.65,12064.27
3/27/17,379.35,11996.07
3/28/17,369.6,12149.42
3/29/17,366.15,12203
3/30/17,359.95,12256.43
3/31/17,355.15,12312.87
4/3/17,356.85,12257.2
4/4/17,357.5,12282.34
4/5/17,360.6,12217.54
4/6/17,358.4,12230.89
4/7/17,360.4,12225.06
4/10/17,359.5,12200.52
4/11/17,363.5,12139.35
4/12/17,360.9,12154.7
4/13/17,364.3,12109
4/18/17,364.1,12000.44
4/19/17,363.3,12016.45
4/20/17,364.5,12027.32
4/21/17,361.2,12048.57
4/24/17,343.1,12454.98
4/25/17,342.3,12467.04
4/26/17,340.35,12472.8
4/27/17,339.8,12443.79
4/28/17,339.9,12438.01
5/2/17,337.5,12507.9
5/3/17,337.35,12527.84
5/4/17,332.05,12647.78
5/5/17,327.8,12716.89
5/8/17,326.85,12694.55
5/9/17,322.4,12749.12
5/10/17,322.15,12757.46
5/11/17,326.4,12711.06
5/12/17,325,12770.41
5/15/17,324.1,12807.04
5/16/17,326.45,12804.53
5/17/17,336.7,12631.61
5/18/17,336.25,12590.06
5/19/17,335.05,12638.69
5/22/17,338.05,12619.46
5/23/17,335.55,12659.15
5/24/17,337.45,12642.87
5/25/17,338.75,12621.72
5/26/17,343.45,12602.18
5/30/17,341.7,12598.68
5/31/17,339.05,12615.06
6/1/17,337.4,12664.92
6/2/17,331.25,12822.94
6/6/17,337.85,12690.12
6/7/17,336.75,12672.49
6/8/17,333.15,12713.58
6/9/17,333.1,12815.72
6/12/17,340.55,12690.44
6/13/17,335.7,12764.98
6/14/17,332.85,12805.95
6/15/17,336.65,12691.81
6/16/17,334.6,12752.73
6/19/17,326.95,12888.95
6/20/17,332.3,12814.79
6/21/17,334.85,12774.26
6/22/17,333.1,12794
6/23/17,336.3,12733.41
6/26/17,334.3,12770.83
6/27/17,341.55,12671.02
6/28/17,340.2,12647.27
6/29/17,353.95,12416.19
6/30/17,358.05,12325.12
7/3/17,348.9,12475.31
7/4/17,350.05,12437.13
7/5/17,349.6,12453.68
7/6/17,355.5,12381.25
7/7/17,357.2,12388.68
7/10/17,353.3,12445.92
7/11/17,356.1,12437.02
7/12/17,342.3,12626.58
7/13/17,341,12641.33
7/14/17,339.5,12631.72
7/17/17,342,12587.16
7/18/17,354.95,12430.39
7/19/17,352.55,12452.05
7/20/17,358.1,12447.25
7/21/17,370.3,12240.06
7/24/17,370.4,12208.95
7/25/17,365.9,12264.31
7/26/17,362.8,12305.11
7/27/17,369.5,12212.04
7/28/17,374.1,12162.7
7/31/17,375.2,12118.25
8/1/17,365.9,12251.29
8/2/17,372.5,12181.48
8/3/17,376.5,12154.72
8/4/17,366.4,12297.72
8/7/17,371.25,12257.17
8/8/17,368.6,12292.05
8/9/17,376,12154
8/10/17,386.1,12014.3
8/11/17,386.9,12014.06
8/14/17,375.6,12165.12
8/15/17,377.7,12177.04
8/16/17,371.5,12263.86
8/17/17,375.5,12203.46
8/18/17,378.55,12165.19
8/21/17,386.7,12065.99
8/22/17,375.8,12229.34
8/23/17,381.45,12174.3
8/24/17,380.5,12180.83
8/25/17,381.55,12167.94
8/29/17,398.75,11945.88
8/30/17,391.45,12002.47
8/31/17,387.5,12055.84
9/1/17,379.85,12142.64
9/4/17,384.15,12102.21
9/5/17,380.85,12123.71
9/6/17,374.3,12214.54
9/7/17,370.9,12296.63
9/8/17,368.95,12303.98
9/11/17,357.6,12475.24
9/12/17,351.1,12524.77
9/13/17,348.3,12553.57
9/14/17,344.5,12540.45
9/15/17,343.4,12518.81
9/18/17,342.4,12559.39
9/19/17,342.9,12561.79
9/20/17,342.2,12569.17
9/21/17,338.4,12600.03
9/22/17,340.65,12592.35
9/25/17,338.2,12594.81
9/26/17,337.7,12605.2
9/27/17,333.8,12657.41
9/28/17,331.9,12704.65
9/29/17,328.3,12828.86
10/2/17,324.7,12902.65
10/4/17,321.3,12970.52
10/5/17,323.85,12968.05
10/6/17,326.65,12955.94
10/9/17,323.9,12976.4
10/10/17,324.95,12949.25
10/11/17,325.5,12970.68
10/12/17,325.25,12982.89
10/13/17,321.35,12991.87
10/16/17,320.9,13003.7
10/17/17,321.05,12995.06
10/18/17,320.4,13043.03
10/19/17,324.55,12990.1
10/20/17,323,12991.28
10/23/17,321.15,13003.14
10/24/17,322.15,13013.19
10/25/17,323.85,12953.41
10/26/17,312.85,13133.28
10/27/17,307.35,13217.54
10/30/17,306.1,13229.57
11/1/17,293.35,13465.51
11/2/17,300.4,13440.93
11/3/17,296.95,13478.86
11/6/17,295.95,13468.79
11/7/17,298.45,13379.27
11/8/17,299.65,13382.42
11/9/17,309.05,13182.56
11/10/17,311.3,13127.47
11/13/17,315.05,13074.42
11/14/17,320.35,13033.48
11/15/17,322.45,12976.37
11/16/17,318.25,13047.22
11/17/17,320.65,12993.73
11/20/17,315.15,13058.66
11/21/17,310.15,13167.54
11/22/17,317.75,13015.04
11/23/17,319.45,13008.55
11/24/17,317.5,13059.84
11/27/17,320.75,13000.2
11/28/17,318.95,13059.53
11/29/17,313.9,13061.87
11/30/17,313.4,13023.98
12/1/17,323.2,12861.49
12/4/17,312.5,13058.55
12/5/17,311.6,13048.54
12/6/17,314.95,12998.85
12/7/17,312.4,13045.15
12/8/17,306.55,13153.7
12/11/17,310.15,13123.65
12/12/17,306.55,13183.53
12/13/17,308.55,13125.64
12/14/17,309.5,13068.08
12/15/17,311,13103.56
12/18/17,299.95,13312.3
12/19/17,306.1,13215.79
12/20/17,313.6,13069.17
12/21/17,312.15,13109.74
12/22/17,313.1,13072.79
12/27/17,312.95,13070.02
12/28/17,318.35,12979.94
12/29/17,319.75,12917.64
