3,81
3,88
3,81
3,90
3,94
3,87
4,02
4,04
3,98
4,11
4,21
4,14
4,24
4,10
3,92
3,87
3,93
3,84
3,84
3,93
3,99
3,83
3,85
3,88
3,93
4,00
4,00
4,11
4,08
3,88
3,83
3,75
3,77
3,84
3,85
3,83
3,87
3,81
3,89
3,85
3,95
3,91
3,98
4,05
3,79
3,76
3,93
3,69
3,56
3,43
3,44
3,38
3,35
3,38
3,34
3,26
3,29
3,31
3,40
3,42
3,48
3,45
3,43
3,43
3,41
3,35
3,36
3,39
3,47
3,55
3,63
3,61
3,57
3,53
3,52
3,53
3,53
3,44
3,41
3,51
3,55
3,53
3,48
3,49
3,49
3,52
3,57
3,57
3,56
3,61
3,55
3,55
3,52
3,57
3,55
3,58
3,59
3,49
3,56
3,60
3,55
3,61
3,57
3,54
3,52
3,49
3,39
3,40
3,35
3,35
3,35
3,35
3,48
3,47
3,51
3,62
3,59
3,62
3,61
3,61
3,58
3,60
3,60
3,61
3,62
3,62
3,63
3,64
3,63
3,62
3,64
3,63
3,66
3,71
3,77
3,79
3,85
3,86
3,84
3,85
3,82
3,87
3,87
3,89
3,89
3,88
3,90
3,93
4,05
4,03
4,05
4,20
4,16
4,14
4,20
4,23
4,26
4,17
4,14
4,13
4,13
4,09
4,21
4,15
4,17
4,11
4,12
4,15
4,27
4,29
4,14
4,11
4,10
4,06
4,17
4,14
4,10
4,20
4,15
4,14
4,10
4,09
4,11
4,11
3,98
3,97
3,99
3,90
3,86
3,85
3,86
3,97
3,98
4,00
4,05
3,97
3,99
4,00
4,03
4,02
3,85
3,90
3,80
3,82
3,80
3,81
3,78
3,72
3,81
3,85
3,76
3,79
3,85
3,80
3,84
3,85
3,87
3,78
3,77
3,85
3,90
3,92
3,90
3,92
3,91
3,89
3,88
3,90
3,91
3,91
3,95
3,80
3,79
3,82
3,85
3,83
3,85
3,86
3,80
3,90
3,97
3,98
4,04
4,04
4,04
4,01
4,02
4,30
4,35
4,38
4,36
4,30
4,26
4,24
4,23
4,20
4,21
4,23
4,16
4,17
4,14
4,19
4,23
4,24
4,35
4,32
4,37
4,43
4,44
4,34
4,32
4,32
4,34
4,38
4,38
4,41
4,39
4,42
4,41
4,40
4,36
4,35
4,33
4,52
4,51
4,52
4,44
4,39
4,41
4,52
4,56
4,57
4,56
4,56
4,57
4,66
4,67
4,76
4,76
4,79
4,67
4,68
4,67
4,73
4,64
4,56
4,54
4,56
4,71
4,76
4,73
4,76
4,73
4,78
4,79
4,74
4,77
4,70
4,77
4,78
4,74
4,77
4,76
4,75
4,76
4,89
4,89
4,89
4,87
4,88
4,88
4,87
4,88
4,93
4,94
4,95
5,08
5,04
5,14
5,09
5,15
5,25
5,48
5,61
5,81
5,85
5,70
5,71
5,78
5,62
5,64
5,65
5,58
5,63
5,67
5,61
5,68
5,58
5,63
5,64
5,68
5,67
5,83
5,90
6,21
6,10
6,01
5,88
5,69
5,71
5,65
5,68
5,59
5,59
5,65
5,65
5,72
5,76
5,89
5,79
5,96
5,85
5,82
5,77
5,91
5,80
5,79
5,86
5,82
5,87
6,15
5,90
6,04
6,05
5,79
5,73
5,93
6,05
6,12
6,19
6,00
6,10
6,06
5,92
5,95
5,76
5,69
5,75
5,75
5,73
5,89
5,87
5,80
5,90
5,95
5,96
5,89
5,88
5,99
5,92
5,88
5,87
5,80
5,73
5,77
5,75
5,83
5,81
6,09
6,16
6,33
6,37
6,44
6,26
6,21
6,21
6,25
6,32
6,42
6,44
6,49
6,49
6,69
6,58
6,58
6,58
6,74
6,74
6,95
7,22
7,58
7,53
7,43
7,09
7,05
7,09
7,27
7,44
7,73
7,44
6,42
6,77
6,76
6,93
7,30
7,38
7,50
7,53
7,47
7,19
6,77
6,62
6,57
6,74
6,76
6,60
6,63
6,58
6,48
6,54
6,58
6,66
6,81
7,16
7,10
7,21
7,09
7,20
7,13
7,13
7,11
7,05
6,87
6,99
7,12
7,21
7,24
7,07
6,79
6,87
6,72
6,55
6,63
6,60
6,49
6,48
6,45
6,54
6,85
6,97
6,91
7,00
7,37
7,57
7,68
7,86
7,57
7,77
7,42
7,34
7,17
7,02
7,21
7,25
7,13
7,12
7,17
7,20
7,27
7,12
7,19
7,12
7,30
7,89
7,60
7,63
7,51
7,44
7,49
7,50
7,53
8,09
7,97
8,17
8,35
8,16
7,90
8,21
8,10
8,20
8,61
8,57
9,03
9,31
9,15
9,24
9,01
8,60
8,33
8,12
8,13
7,68
7,63
7,89
7,75
7,58
7,83
7,66
8,07
8,26
8,02
8,17
8,22
7,61
7,80
7,36
7,61
7,83
7,52
7,23
7,02
7,00
6,49
6,38
6,58
6,51
6,83
6,78
6,82
6,57
6,69
6,93
7,31
7,13
6,75
6,92
6,68
6,42
6,47
6,68
6,21
6,05
5,93
6,01
6,00
6,16
6,42
6,22
6,22
6,27
6,31
6,48
6,63
6,76
6,67
6,45
6,58
6,62
6,40
6,50
6,59
6,40
6,46
6,61
6,64
6,59
6,76
6,64
6,57
6,96
7,51
7,60
7,54
7,61
7,59
7,92
7,84
7,66
7,69
7,75
7,77
7,98
8,01
8,37
8,62
8,39
8,75
8,77
8,50
8,66
8,55
8,52
8,03
8,09
7,64
7,57
7,56
7,71
7,70
7,59
7,71
7,48
7,81
7,93
7,62
7,84
8,18
7,66
7,59
7,50
7,79
8,41
8,62
8,16
7,67
7,18
6,91
6,83
6,74
6,78
6,74
6,44
6,14
6,24
6,17
6,14
6,31
6,35
6,49
6,53
6,53
6,60
6,81
6,52
6,35
6,26
6,19
6,02
6,09
6,05
6,27
6,27
6,32
6,44
6,94
7,30
7,07
7,10
6,85
6,79
6,76
6,96
6,98
6,39
6,45
6,49
6,32
6,44
6,95
6,82
7,12
6,95
7,00
6,80
6,64
6,70
7,11
7,01
6,81
6,72
6,58
6,67
6,53
6,53
6,27
6,20
6,31
6,14
6,13
6,07
6,10
6,15
6,36
6,54
6,44
6,73
6,52
6,38
6,30
6,66
6,76
6,73
6,42
6,72
6,61
6,23
6,05
6,25
6,28
6,14
6,10
6,19
6,44
6,10
5,87
5,84
5,80
5,71
5,89
6,04
5,99
6,15
6,09
6,18
6,00
6,25
6,26
6,27
6,15
6,27
6,09
6,23
6,28
6,11
5,96
6,22
6,32
6,32
6,70
6,61
6,71
6,71
6,82
6,96
6,81
6,86
6,93
7,10
7,06
7,20
7,17
7,39
7,41
7,49
7,58
7,39
7,41
7,68
7,66
7,87
7,71
7,51
7,59
7,48
7,59
7,85
7,62
7,98
7,87
7,63
7,95
8,09
8,46
8,49
8,57
8,49
9,02
9,24
9,23
9,46
9,62
9,84
10,04
10,11
9,53
9,42
9,24
9,28
